,EquipmentNumber,EquipmentModel,EquipmentMake,compartid,compart,compartsn,oiltypeid,oilgradeid,coolantid,notesos,sampledate,oiladded,oilhours,actual_fluid_hours,meterread,oilchanged,filterchanged,evalcode,Problem Solved,Action Taken,Water,V40,V100,VI,GC Fuel,GC Glycol,Color,S-Color,Colour Desc,Appearance,Oil_contamin,Precip_Amount,Precip_Appear,Precip_Contam,Precip_Contam_Properties,Odor,Foaming,pH Coolant,Cond,MO4 raw,FPoint,Glycol,BP,KF Water,Fe,Cu,Pb,Sn,Cr,Ni,Ti,Al,Si,Na,K,B,Ca,Mg,P ,Zn,Mo,Li,Sb,Ba,Cd,Mn,Ag,V,4u,6u,14u,21u,38u,70u,ISO,Cutting,Sliding,Fatigue,Non Metallic,Fibers,Total Part/ml,NO2,pqL Index,Soot,OXI,NIT,Sulf,AW,FT-IR Glycol,FT-IR Water,Cap Inspect,DamageDelta
942,474.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-26,,342.0,342.0,80149.0,True,False,A,False,False,,624.1,68.62,186,,,,,,,,,,,,,,,,,,,,,13,0,1,0,1,1,0,0,6,0,0,19,59,0,282,14,0,0,0,0,0,0,0,0,92333,19617,928,136,3,2,24/21/17,53,110,120,412,6,92333,,7,,29,,,13,,4,,
943,474.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-26,,342.0,342.0,80149.0,True,False,A,False,False,,626.7,69.55,188,,,,,,,,,,,,,,,,,,,,,22,0,0,0,1,1,0,2,13,0,1,20,35,0,286,5,0,0,0,0,0,0,0,0,29225,6948,238,49,5,0,22/20/15,20,20,51,94,0,29225,,8,,29,,,13,,4,,
944,474.0,EH5000,EUCLID         ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-07-14,,-163.0,-163.0,80065.0,False,False,A,False,False,,,6.78,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,0,0,1,6,3,1,4,3082,10,832,1000,1,0,0,0,0,0,0,0,14952,5605,436,101,9,1,21/20/16,23,18,141,145,1,14952,,0,0.0,6,3.0,13.0,16,0.0,12,,
945,474.0,EH5000,EUCLID         ,H,Hydraulic System,,CHEVRON,10WT,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates high particulate contamination increase from previous sample. Resample ASAP to verify these results prior to any additional corrective action.,2017-07-14,,646.0,646.0,80065.0,False,False,C,False,False,,,6.76,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,2,8,4,1,3,3066,9,838,1012,1,0,0,0,0,0,0,0,63264,26442,3200,1236,147,5,23/22/19,236,127,955,1339,10,63264,,0,0.0,6,3.0,13.0,16,0.0,10,,
946,474.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-14,,258.0,258.0,80065.0,False,False,A,False,False,,,15.18,,,,,,,,,,,,,,,,,,,,,,10,1,0,0,0,0,0,3,3,4,2,436,1523,371,1063,1260,90,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,36.0,18,8.0,24.0,25,0.0,17,,
947,474.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-14,,258.0,258.0,80065.0,False,False,A,False,False,,634.4,70.09,188,,,,,,,,,,,,,,,,,,,,,19,0,0,0,1,1,0,1,9,0,0,20,30,0,258,2,0,0,0,0,0,0,0,0,11777,2258,27,15,0,0,21/18/12,0,0,13,16,0,11777,,9,,29,,,13,,4,,
948,474.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-14,,258.0,258.0,80065.0,False,False,A,False,False,,618,69.54,190,,,,,,,,,,,,,,,,,,,,,11,0,0,0,1,1,0,0,4,0,0,20,59,0,264,11,0,1,0,0,0,0,0,0,17599,3410,31,1,0,0,21/19/12,0,0,6,0,0,17599,,7,,29,,,14,,5,,
949,474.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-14,,646.0,646.0,80065.0,False,False,A,False,False,,658.1,70.98,186,,,,,,,,,,,,,,,,,,,,,30,2,0,0,0,1,0,0,3,1,0,16,24,0,254,12,0,4,0,0,0,0,0,0,116343,22129,157,3,0,0,24/22/14,3,20,43,1,0,116343,,10,,29,,,13,,4,,
950,474.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-07-14,,-163.0,-163.0,80065.0,False,False,A,False,False,,628.7,68.94,187,,,,,,,,,,,,,,,,,,,,,35,3,0,0,0,1,0,0,3,0,0,17,24,0,262,1,0,1,0,0,0,0,0,0,90840,20445,182,9,1,0,24/22/15,5,17,72,0,0,90840,,13,,29,,,14,,5,,
951,474.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-06-30,,13.0,13.0,79807.0,True,True,A,False,False,,,15.38,,,,,,,,,,,,,,,,,,,,,,16,2,0,1,0,0,0,4,2,3,2,442,1657,406,1129,1338,100,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,42.0,19,9.0,23.0,22,0.0,18,,
952,474.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Iron is elevated indicating possible wheel bearing wear. All other Wear Rate Analysis test results are acceptable. Total Ferrous Debris index appears elevated. Oil too dark for particle count. Check and monitor magnetic plug (if equipped) for excessive iron debris. Monitor for oil leaks at wheel group which can also indicate loss of bearing preload. Be alert for abnormal noise or operational problems. Resample after 50 hours to monitor very closely for increasing iron.,2017-06-30,,-421.0,-421.0,79807.0,True,True,C,False,False,,621.3,70.97,173,,,,,,,,,,,,,,,,,,,,,150,3,0,1,1,1,0,1,11,9,1,14,29,0,290,64,1,37,0,0,0,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,35,,29,,,13,,5,,
953,474.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Zinc; calcium and phosphorus increase combined with decreasing viscosity indicate hydraulic oil entry. Check for possible oil transfer. Is compartment over full? Watch for increasing oil level. Cross contamination of lube oils may compromise additive package and lubrication performance. Fine metal Wear Rate Analysis by ICP of particles less than 10 microns appears acceptable. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates moderate particulate contamination. Resample in 1/2 the normal interval to monitor closely.,2017-06-30,,13.0,13.0,79807.0,True,True,C,False,False,,591.9,64.85,183,,,,,,,,,,,,,,,,,,,,,17,0,0,0,1,1,0,0,7,1,1,21,167,1,313,48,0,0,0,0,0,0,0,0,40991,6227,194,93,16,0,23/20/15,54,35,31,121,92,40991,,7,,31,,,13,,5,,
954,474.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Viscosity is lower than previous sample(s). Check for possible oil transfer. Is compartment over full? Watch for increasing oil level. Fine metal Wear Rate Analysis by ICP of particles less than 10 microns appears acceptable. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates acceptable particulate contamination. Resample in 1/2 the normal interval to monitor closely.,2017-06-28,,809.0,809.0,80228.0,True,False,B,False,False,,515.8,56.57,177,,,,,,,,,,,,,,,,,,,,,89,6,0,1,0,2,0,0,5,0,1,10,28,1,323,6,0,1,0,0,0,1,0,0,129862,25164,383,60,8,0,24/22/16,16,46,123,51,33,129862,,21,,38,,,14,,6,,
955,474.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-06-28,,434.0,434.0,80228.0,True,False,A,False,False,,617.6,69.75,191,,,,,,,,,,,,,,,,,,,,,39,0,0,0,1,1,0,2,17,0,1,22,59,0,286,10,0,0,1,0,0,0,0,0,22221,3669,41,6,0,0,22/19/13,20,25,7,11,38,22221,,8,,30,,,13,,5,,
956,474.0,EH5000,EUCLID         ,HYBE,Hydraulic System Before,,CHEVRON HD,10WT,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-06-28,,20672.0,20672.0,80228.0,False,False,A,False,False,,,6.76,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,1,7,3,1,4,3120,11,845,1020,1,0,0,0,0,0,0,0,9216,4000,360,162,20,0,20/19/16,32,22,120,143,5,9216,,6,0.0,5,3.0,13.0,16,0.0,11,,
957,474.0,EH5000,EUCLID         ,HYAF,Hydraulic System After,,CHEVRON HD,10WT,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-06-28,,20672.0,20672.0,80228.0,False,True,A,False,False,,,6.74,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,0,1,6,2,1,4,3114,10,844,1014,1,0,0,0,0,0,0,0,3712,1624,58,12,5,0,19/18/13,6,0,8,20,0,3712,,6,0.0,5,3.0,13.0,16,0.0,11,,
958,474.0,EH5000,EUCLID         ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-06-28,,3792.0,3792.0,80228.0,True,True,A,False,False,,,6.74,,,,,,,,,,,,,,,,,,,,,,1,0,2,0,0,0,0,1,6,4,1,3,3149,10,828,1011,1,0,0,0,0,0,0,0,8066,2257,28,1,0,0,20/18/12,0,1,3,8,0,8066,,12,0.0,6,3.0,13.0,15,0.0,11,,
959,474.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Viscosity is lower than previous sample(s).Check for possible oil transfer. Is compartment over full? Watch for increasing oil level. Fine metal Wear Rate Analysis by ICP of particles less than 10 microns appears acceptable.Total Ferrous Debris (pqL) index appears acceptable.Particle count indicates acceptable particulate contamination.Resample in 1/2 the normal interval to monitor closely.,2017-05-14,,590.0,590.0,80009.0,False,,B,False,False,Neg,531.2,55.98,172,,,,,,,,,,,,,,,,,,,,,70,5,0,0,0,1,0,0,8,0,1,9,17,0,328,3,0,1,0,0,0,1,0,0,129946,27913,278,12,0,0,24/22/15,5,31,71,8,1,129946,,14,,37,,,13,,1,,
960,474.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-05-14,,215.0,215.0,80009.0,False,,A,False,False,Neg,627.7,68.21,185,,,,,,,,,,,,,,,,,,,,,25,0,0,0,1,1,0,1,13,0,1,19,51,0,285,10,0,0,1,0,0,0,0,0,13872,2922,112,8,0,0,21/19/14,6,12,20,20,3,13872,,6,,29,,,13,,0,,
961,474.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Zinc; calcium and phosphorus increase combined with decreasing viscosity indicate hydraulic oil entry. Check for possible oil transfer. Is compartment over full? Watch for increasing oil level. Cross contamination of lube oils may compromise additive package and lubrication performance. Fine metal Wear Rate Analysis by ICP of particles less than 10 microns appears acceptable. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates moderate particulate contamination. Resample in 1/2 the normal interval to monitor closely.	,2017-05-14,,215.0,215.0,80009.0,False,,C,False,False,Neg,597.7,62.67,176,,,,,,,,,,,,,,,,,,,,,12,0,0,0,1,0,0,0,8,0,0,21,166,1,329,46,0,0,1,0,0,0,0,0,14099,2557,71,13,2,2,21/19/13,0,16,22,5,30,14099,,7,,31,,,13,,2,,
962,474.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-05-14,,590.0,590.0,80009.0,False,,A,False,False,Neg,630.7,70.38,189,,,,,,,,,,,,,,,,,,,,,102,2,0,0,1,1,0,1,11,6,0,13,33,1,294,63,1,39,0,0,0,1,0,0,27077,4663,87,28,3,0,22/19/14,3,6,31,20,22,27077,,26,,28,,,13,,0,,
963,474.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-05-14,,215.0,215.0,80009.0,False,,A,False,False,Neg,,15.11,,,,,,,,,,,,,,,,,,,,,,10,1,0,0,0,0,0,4,3,2,2,480,1533,380,1061,1252,96,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,27.0,18,8.0,23.0,23,0.0,13,,
964,474.0,EH5000,EUCLID         ,H,Hydraulic System,,CHEVRON,10WT,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-05-14,,590.0,590.0,80009.0,False,,A,False,False,Neg,,6.61,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,0,0,0,0,6,3,1,4,3161,11,870,1049,1,0,0,0,0,0,0,0,6610,938,61,16,5,0,20/17/13,2,4,9,27,0,6610,,0,0.0,5,3.0,13.0,15,0.0,5,,
965,474.0,EH5000,EUCLID         ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-05-14,,3573.0,3573.0,80009.0,False,,A,False,False,Neg,,6.62,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,1,12,3,1,4,3100,12,851,1029,1,0,0,0,0,0,0,0,5803,1707,106,31,6,0,20/18/14,18,6,25,37,0,5803,,0,0.0,5,3.0,13.0,15,0.0,8,,
966,474.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-04-28,,375.0,375.0,79794.0,True,True,A,False,False,Neg,,15.19,,,,,,,,,,,,,,,,,,,,,,13,2,0,0,0,0,0,4,7,3,3,435,1484,371,1052,1218,94,0,0,0,0,0,0,0,,,,,,,,,,,,,,,7,38.0,18,9.0,23.0,23,0.0,10,,
967,474.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-04-28,,375.0,375.0,79794.0,False,,A,False,False,Neg,682.5,75.18,191,,,,,,,,,,,,,,,,,,,,,54,1,0,0,0,1,0,1,44,4,0,13,47,0,315,74,1,46,0,0,0,0,0,0,2239191,338782,4222,732,104,20,28/26/19,351,1161,1018,1486,61,2239191,,20,,27,,,13,,0,,
968,474.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-04-28,,375.0,375.0,79794.0,False,,A,False,False,Neg,678.5,74.3,190,,,,,,,,,,,,,,,,,,,,,52,1,0,0,0,1,0,1,37,4,0,13,36,0,299,62,1,41,0,0,0,0,0,0,2021376,315287,4731,866,121,8,28/25/19,366,1213,1253,1637,53,2021376,,38,,29,,,12,,1,,
969,474.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-04-28,,375.0,375.0,79794.0,True,,A,False,False,Neg,612.8,64.48,178,,,,,,,,,,,,,,,,,,,,,25,0,0,0,0,1,0,1,19,0,0,20,114,1,338,29,0,0,0,0,0,0,0,0,17519,3856,221,76,13,3,21/19/15,13,24,44,117,5,17519,,10,,32,,,,,0,,
970,474.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Zinc; calcium and phosphorus increase combined with decreasing viscosity indicate hydraulic oil entry. Check for possible oil transfer. Is compartment over full? Watch for increasing oil level. Cross contamination of lube oils may compromise additive package and lubrication performance. Fine metal Wear Rate Analysis by ICP of particles less than 10 microns appears acceptable. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates moderate particulate contamination.Resample in 1/2 the normal interval to monitor closely.,2017-04-28,,375.0,375.0,79794.0,True,,C,False,False,Neg,576.2,59.82,173,,,,,,,,,,,,,,,,,,,,,12,0,0,0,1,1,0,0,13,0,0,20,291,1,369,84,0,0,0,0,0,0,0,0,28151,5293,198,54,16,0,22/20/15,22,26,53,77,3,28151,,14,,33,,,,,2,,
971,474.0,EH5000,EUCLID         ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-04-28,,3358.0,3358.0,79794.0,False,False,A,False,False,Neg,,6.67,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,1,0,0,1,8,0,0,4,2842,10,790,951,1,0,0,0,0,0,0,0,5243,1682,210,40,3,0,20/18/15,0,10,87,33,0,5243,,8,0.0,5,3.0,13.0,15,,3,,
972,474.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-04-20,,310.0,310.0,79729.0,False,False,A,False,False,Neg,615,64.22,177,,,,,,,,,,,,,,,,,,,,,24,0,0,0,1,1,0,1,17,0,1,20,131,1,318,34,0,0,0,0,0,0,0,0,17545,3707,115,8,0,0,21/19/14,1,18,20,6,11,17545,,10,,32,,,13,,0,,
973,474.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Zinc; calcium and phosphorus increase combined with decreasing viscosity indicate hydraulic oil entry. Check for possible oil transfer. Is compartment over full? Watch for increasing oil level. Cross contamination of lube oils may compromise additive package and lubrication performance. Fine metal Wear Rate Analysis by ICP of particles less than 10 microns appears acceptable. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates moderate particulate contamination. Change oil now to promote longer component life. Resample in 100 hours to monitor closely.	,2017-04-20,,310.0,310.0,79729.0,False,False,C,False,False,Neg,587.8,60.4,172,,,,,,,,,,,,,,,,,,,,,12,0,1,0,1,1,0,0,11,0,0,21,282,1,356,83,0,0,1,0,0,0,0,0,14338,3027,60,0,0,0,21/19/13,0,8,11,3,0,14338,,9,,33,,,13,,5,,
974,474.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-04-20,,310.0,310.0,79729.0,False,False,A,False,False,Neg,691.3,77.49,194,,,,,,,,,,,,,,,,,,,,,39,1,0,0,0,0,0,1,8,5,1,14,29,0,286,65,0,44,0,0,0,0,0,0,2429876,481706,3843,408,18,0,28/26/19,425,1804,1110,880,86,2429876,,15,,27,,,13,,0,,
975,474.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-04-20,,310.0,310.0,79729.0,False,False,A,False,False,Neg,524,55.53,170,,,,,,,,,,,,,,,,,,,,,44,3,0,0,0,1,0,0,12,0,1,11,21,0,331,3,0,1,0,0,0,0,0,0,75406,18314,200,17,0,0,23/21/15,1,9,46,5,1,75406,,12,,37,,,13,,4,,
976,474.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-04-20,,310.0,310.0,79729.0,False,False,A,False,False,Neg,,15.41,,,,,,,,,,,,,,,,,,,,,,13,1,0,0,0,0,0,3,4,3,4,476,1555,400,1128,1271,91,0,0,0,0,0,0,0,,,,,,,,,,,,,,,5,31.0,18,8.0,23.0,23,0.0,9,,
977,474.0,EH5000,EUCLID         ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Fine metal Wear Rate Analysis by ICP of particles less than 10 microns appears acceptable.Total Ferrous Debris (pqL) index appears acceptable.Oil Condition Analysis  test results are acceptable.Cap inspection indicates visible non-metallic debris is in the sample. Oil is too contaminated to obtain particle count analysis test results. Resample ASAP to verify these results prior to any additional corrective action.,2017-04-20,,3293.0,3293.0,79729.0,False,False,C,False,False,Neg,,6.64,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,10,2,1,3,3155,11,881,1050,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,,7,0.0,30,2.0,30.0,13,,0,A1,
978,474.0,EH5000,EUCLID         ,H,Hydraulic System,,CHEVRON,10WT,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates high particulate contamination increase from previous sample. Resample ASAP to verify these results prior to any additional corrective action.,2017-04-20,,310.0,310.0,79729.0,False,False,C,False,False,Neg,,6.64,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,6,4,0,4,3160,11,880,1049,1,0,0,0,0,0,0,0,52287,20134,2242,825,62,6,23/22/18,160,85,817,766,3,52287,,0,0.0,8,4.0,15.0,14,,17,,
979,474.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-03-30,,1373.0,1373.0,79419.0,,,A,False,False,Neg,525.1,55.61,172,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,12,0,0,10,22,2,287,6,0,0,0,0,0,0,0,0,144071,37342,400,72,9,0,24/22/16,57,54,48,158,11,144071,,10,,37,,,14,,5,,
980,474.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-30,,376.0,376.0,79419.0,True,True,A,False,False,Neg,,15.33,,,,,,,,,,,,,,,,,,,,,,12,1,0,0,0,0,0,4,3,3,1,481,1607,409,1139,1324,92,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,28.0,18,8.0,22.0,23,0.0,16,,
981,474.0,EH5000,EUCLID         ,H,Hydraulic System,,CHEVRON,10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-30,,882.0,882.0,79419.0,True,True,A,False,False,Neg,,6.54,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,1,9,0,1,4,3156,10,871,1076,1,0,0,0,0,0,0,0,1466,415,89,9,0,0,18/16/14,1,6,1,52,1,1466,,5,0.0,5,3.0,13.0,15,,11,,
982,474.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-03-30,,376.0,376.0,79419.0,True,,A,False,False,Neg,598.1,60.76,171,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,1,0,1,17,0,2,19,195,1,343,57,0,0,0,0,0,0,0,0,45533,9692,214,57,3,0,23/20/15,11,15,51,57,9,45533,,0,,35,,,14,,5,,
983,474.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Zinc; calcium and phosphorus increase combined with decreasing viscosity indicate hydraulic oil entry. Check for possible oil transfer. Is compartment over full? Watch for increasing oil level. Cross contamination of lube oils may compromise additive package and lubrication performance. Fine metal Wear Rate Analysis by ICP of particles less than 10 microns appears acceptable.Total Ferrous Debris (pqL) index appears acceptable.Particle count indicates moderate particulate contamination.Change oil now to promote longer component life. Resample in 100 hours to monitor closely.,2017-03-30,,376.0,376.0,79419.0,True,,C,False,False,Neg,574.2,56.72,165,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,1,12,0,2,21,366,2,379,108,0,0,0,0,0,0,0,0,40449,10726,518,103,3,0,23/21/16,25,36,111,108,18,40449,,0,,34,,,14,,6,,
984,474.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-30,,1385.0,1385.0,79419.0,True,,A,False,False,Neg,674.3,71.43,184,,,,,,,,,,,,,,,,,,,,,30,4,0,1,0,1,0,0,4,0,1,5,12,0,393,3,0,0,0,0,0,0,0,0,53999,9583,152,55,14,0,23/20/14,8,11,66,26,1,53999,,8,,55,,,17,,5,,
